department	shift_date	shift_type	staff_subclass	required_staff_count
Μαιευτική	2026-05-05	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-05	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-05	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-05	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-05	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-05	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-05	Πρωινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-05	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-05	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-05	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-06	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-06	Απογευματινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-06	Απογευματινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-06	Απογευματινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-06	Απογευματινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-06	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-06	Νυχτερινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-06	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-06	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-06	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-06	Πρωινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-06	Πρωινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-06	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-06	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-06	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-07	Απογευματινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-07	Απογευματινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-07	Απογευματινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-07	Απογευματινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-07	Απογευματινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-07	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-07	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-07	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-07	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-07	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-07	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-07	Πρωινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-07	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-07	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-07	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-08	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-08	Απογευματινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-08	Απογευματινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-08	Απογευματινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-08	Απογευματινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-08	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-08	Νυχτερινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-08	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-08	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-08	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-08	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-08	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-08	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-08	Πρωινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-08	Πρωινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-08	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-08	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-08	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-08	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-08	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-08	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-09	Απογευματινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-09	Απογευματινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-09	Απογευματινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-09	Απογευματινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-09	Απογευματινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-09	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-09	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-09	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-09	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-09	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-09	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-09	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-09	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-09	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-09	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-09	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-09	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-09	Πρωινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-09	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-09	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-09	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-09	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-09	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-09	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-10	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Μαιευτική	2026-05-10	Απογευματινή	Διοικητικοί - Υποδοχή	1
Μαιευτική	2026-05-10	Απογευματινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-10	Απογευματινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-10	Απογευματινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-10	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-10	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-10	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-10	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-10	Νυχτερινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-10	Νυχτερινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-10	Νυχτερινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-10	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-10	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Μαιευτική	2026-05-10	Πρωινή	Διοικητικοί - Γραμματέας	1
Μαιευτική	2026-05-10	Πρωινή	Διοικητικοί - Λογιστής	1
Μαιευτική	2026-05-10	Πρωινή	Ιατροί - Νεφρολογία	1
Μαιευτική	2026-05-10	Πρωινή	Ιατροί - Ογκολογία	1
Μαιευτική	2026-05-10	Πρωινή	Ιατροί - Πνευμονολογία	1
Μαιευτική	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Μαιευτική	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-04	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-04	Απογευματινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-04	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-04	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-04	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-04	Νυχτερινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-04	Νυχτερινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-04	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-04	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-04	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-04	Πρωινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-04	Πρωινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-04	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-04	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-04	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-04	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-04	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-04	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-05	Απογευματινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-05	Απογευματινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-05	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-05	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-05	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-05	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-05	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-05	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-05	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-05	Νυχτερινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-05	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-05	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-05	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-05	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-05	Πρωινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-05	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-05	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-05	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-06	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-06	Απογευματινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-06	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-06	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-06	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-06	Νυχτερινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-06	Νυχτερινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-06	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-06	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-06	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-06	Πρωινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-06	Πρωινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-06	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-06	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-06	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-07	Απογευματινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-07	Απογευματινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-07	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-07	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-07	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-07	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-07	Νυχτερινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-07	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-07	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-07	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-07	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-07	Πρωινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-07	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-07	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-07	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-08	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-08	Απογευματινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-08	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-08	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-08	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-08	Νυχτερινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-08	Νυχτερινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-08	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-08	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-08	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-08	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-08	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-08	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-08	Πρωινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-08	Πρωινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-08	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-08	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-08	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-08	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-08	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-08	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-09	Απογευματινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-09	Απογευματινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-09	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-09	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-09	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-09	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-09	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-09	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-09	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-09	Νυχτερινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-09	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-09	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-09	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-09	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-09	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-09	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-09	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-09	Πρωινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-09	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-09	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-09	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-09	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-09	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-09	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-10	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
ΜΕΘ	2026-05-10	Απογευματινή	Διοικητικοί - Υποδοχή	1
ΜΕΘ	2026-05-10	Απογευματινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-10	Απογευματινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-10	Απογευματινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-10	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-10	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-10	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-10	Νυχτερινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-10	Νυχτερινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-10	Νυχτερινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-10	Νυχτερινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-10	Νυχτερινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-10	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
ΜΕΘ	2026-05-10	Πρωινή	Διοικητικοί - Γραμματέας	1
ΜΕΘ	2026-05-10	Πρωινή	Διοικητικοί - Λογιστής	1
ΜΕΘ	2026-05-10	Πρωινή	Ιατροί - Μαιευτική	1
ΜΕΘ	2026-05-10	Πρωινή	Ιατροί - Νευρολογία	1
ΜΕΘ	2026-05-10	Πρωινή	Ιατροί - Παιδιατρική	1
ΜΕΘ	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
ΜΕΘ	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-04	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-04	Απογευματινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-04	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-04	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-04	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Λογιστής	1
